 и 537;
 легла 1;
 лель 1;
 подушкою 1;
 пуховой 1;
 девичье 1;
 утихло 1;
 снеговой 1;
 поляне 1;
 мглой 1;
 сугробах 1;
 снежных 1;
 клубит 1;
 волной 1;
 своею 1;
 кипучий 1;
 скованный 1;
 жердочки 1;
 склеены 1;
 льдиной 1;
 дрожащий 1;
 гибельный 1;
 мосток 1;
 положены 1;
 шумящею 1;
 пучиной 1;
 недоумения 1;
 досадную 1;
 ропщет 1;
 видит 1;
 сугроб 1;
 зашевелился 1;
 явился 1;
 взъерошенный 1;
 реветь 1;
 лапу 1;
 острыми 1;
 когтями 1;
 протянул 1;
 скрепясь 1;
 дрожащей 1;
 ручкой 1;
 боязливыми 1;
 шагами 1;
 перебралась 1;
 смея 1;
 поспешный 1;
 ускоряет 1;
 шаг 1;
 косматого 1;
 лакея 1;
 убежать 1;
 никак 1;
 кряхтя 1;
 валит 1;
 ними 1;
 сосны 1;
 нахмуренной 1;
 отягчены 1;
 ветви 1;
 клоками 1;
 снега 1;
 вершины 1;
 осин 1;
 берез 1;
 нагих 1;
 сияет 1;
 луч 1;
 стремнины 1;
 метелью 1;
 занесены 1;
 погружены 1;
 рыхлый 1;
 колено 1;
 сук 1;
 шею 1;
 зацепит 1;
 ушей 1;
 златые 1;
 серьги 1;
 вырвет 1;
 хрупком 1;
 увязнет 1;
 мокрый 1;
 башмачок 1;
 выронит 1;
 платок 1;
 боится 1;
 медведя 1;
 трепетной 1;
 стыдится 1;
 сил 1;
 бежать 1;
 хватает 1;
 несет 1;
 бесчувственно 1;
 покорна 1;
 шевельнется 1;
 дохнет 1;
 мчит 1;
 лесной 1;
 дерев 1;
 шалаш 1;
 глушь 1;
 снегом 1;
 занесен 1;
 светится 1;
 окошко 1;
 шалаше 1;
 промолвил 1;
 кум 1;
 погрейся 1;
 немножко 1;
 порог 1;
 кладет 1;
